 , C00, C01, C02, C03, C04, C05, C06, C07, C08, C09, C10, C11, C12, C13, C14, C15, C16, C17, C18, C19, C20, C21, C22, C23
Time(s)/Cell Status, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided, undecided
226.573135, 0.02975793, 0.0113755, -0.01482037, -0.007241948, 0.0009609794, 0.004918628, 0.03836729, 0.02915318, -0.005709759, 0.01363943, -0.01394888, -0.003090352, 0.009798924, -0.007464026, -0.009092452, -0.007952776, -0.01110276, 0.04486506, 0.01930996, -0.006596248, -0.01737853, 0.002548579, 0.001370343, -0.009333948
226.623096, 0.02561445, 0.009869536, -0.01551805, -0.001394478, -0.004122421, 0.00589383, 0.03452566, 0.02196954, -0.003378281, 0.008092948, -0.01419765, -0.003606674, 0.00645598, -0.01375307, -0.001932442, -0.006639812, -0.00442652, 0.0419565, 0.01398622, -0.01059561, -0.01680299, 0.00958317, -0.0001887284, -0.01881429
226.673057, 0.02266426, 0.002420496, -0.0203814, -0.006473139, -0.002515972, 0.001883417, 0.03842131, 0.0261623, -0.002664388, 0.008574709, -0.008114439, -0.006432228, 0.008641103, -0.006688866, -0.002789747, -0.008894205, -0.01223989, 0.04233836, 0.01692245, -0.00235153, -0.01945769, 0.01331808, -0.003469517, -0.00860212
226.723018, 0.02224552, 0.006325071, -0.01914521, -0.002198743, -0.002186202, -0.0001307886, 0.02971321, 0.02638004, -0.002962165, 0.005170898, -0.01207885, -0.003347557, 0.004604056, -0.009493636, -0.006837688, -0.001727394, -0.006974352, 0.03785718, 0.01500551, -0.008890924, -0.01598399, 0.01616815, -0.001355623, -0.01831967
226.772979, 0.01946121, -0.0002675529, -0.01797332, 0.003645445, -0.004305005, -0.002293376, 0.02154544, 0.02221861, -0.001884861, -0.0008446284, -0.0182946, -0.002522526, 0.00502094, -0.008160556, -0.006556988, -0.007339473, -0.01778742, 0.03976469, 0.02139739, -0.006475505, -0.0224297, 0.01213385, -0.005185828, -0.02508161
226.82294, 0.01802904, -0.006833041, -0.01562549, -0.009595932, -0.005237788, 0.0005332535, 0.02765744, 0.019776, -0.002870863, 0.006120621, -0.01282014, -0.01998322, 0.006802157, -0.00965469, -0.007218532, -0.00115592, -0.009494668, 0.03931994, 0.02271108, -0.008262051, -0.01355085, 0.006860089, -0.001913578, -0.01283039
226.872901, 0.01530511, 0.005816757, -0.01192749, 0.00467851, -0.003263254, 0.001431576, 0.03185766, 0.02291639, 0.0008514788, 0.007721644, -0.01340812, 0.002213971, 0.006914814, -0.009489884, -0.006033053, -0.004872755, -0.009797275, 0.03761791, 0.01201038, -0.008882409, -0.01642809, 0.008631065, -0.0003396302, -0.00668671
226.922862, 0.01575531, 0.001281174, -0.01473236, 0.003723413, -0.009479521, 0.002366502, 0.03214362, 0.01914797, -0.000508916, 0.00508341, 0.0008531061, -0.01021446, 0.00161809, -0.01156983, -0.007553246, -0.005081146, -0.003062534, 0.04082988, 0.01446026, -0.007033161, -0.01818164, 0.01046851, -0.001037049, -0.01311185
226.972823, 0.0199454, 0.007713952, -0.01371125, 0.01080525, -0.004439143, 0.003124497, 0.02861668, 0.01964102, 0.0007203638, 0.005579337, 0.006213377, -0.009151684, 0.004410719, -0.008408919, -0.00818713, -0.009389063, -0.01107905, 0.03551502, 0.01038354, -0.004906391, -0.01170488, 0.0003044757, -0.003258568, -0.006425214
227.022784, 0.01826417, 0.004536349, -0.01160185, 0.01085603, -0.003099484, 0.001897768, 0.03301483, 0.01794374, -0.006887606, 0.00246338, 0.003104225, -0.01200491, -0.00367377, -0.008950897, -0.007933136, -0.009057534, -0.008490466, 0.03644677, 0.0131717, -0.008006986, -0.01274838, 0.008786216, -0.00167698, -0.00212698
227.072745, 0.02139462, -0.004080988, -0.01522928, 0.0137678, -0.003342974, 0.002363953, 0.03296237, 0.0122313, 0.01037219, 0.002261505, 0.007318545, -0.009749724, -0.006045625, -0.006504058, -0.008457143, -0.01087298, -0.009752689, 0.03508691, 0.01354549, -0.004301015, -0.006468314, -0.001407423, -0.009419832, 0.002181257
227.122706, 0.01617084, 0.0001761987, -0.01410608, 0.008000303, -1.05589e-05, -0.003368513, 0.02890877, 0.01881084, 0.007386659, 0.005444198, 0.001790305, -0.006087461, -0.005819575, -0.009353772, -0.004182202, -0.008762293, -0.006807635, 0.03421841, 0.007214817, -0.005514807, -0.01174675, 0.001950091, -0.00467686, -0.001898647
227.172667, 0.02005081, -0.004795704, -0.01569414, 0.006680134, -0.005134474, -2.193842e-05, 0.02428544, 0.01493278, 0.01228587, 0.005607768, 0.01201071, -0.01410754, -0.002820901, -0.01254976, -0.006983752, -0.01102614, -0.005956103, 0.03466424, 0.01053309, -0.006505566, -0.01117209, 0.006319743, -0.001391033, 0.01008809
227.222628, 0.01460695, -0.003508146, -0.01296975, 0.006725952, -0.004954008, -0.001146332, 0.02678554, 0.01173298, 0.01226774, 0.002179617, 0.01346259, -0.004873821, -0.003203267, -0.01003986, -0.004528666, -0.009640075, -0.009681082, 0.03144671, 0.008206394, -0.009160597, -0.01791054, 0.0005889547, -0.007003166, 0.01036752
227.272589, 0.01667142, -0.003963345, -0.01612549, 0.009125631, -0.006571108, -0.002577405, 0.03246984, 0.01269726, 0.01398072, 0.002253492, 0.01201876, -0.01279032, -0.002992457, -0.01115634, -0.003795002, -0.01006514, -0.01294747, 0.02995046, 0.007572038, -0.006642422, -0.01183957, 6.551429e-05, -0.00381618, 0.01032068
227.32255, 0.01299159, 0.0007264772, -0.01339108, 0.005019643, -0.004882155, -0.003807965, 0.03300855, 0.01432034, 0.0149657, 0.001523387, 0.01274414, -0.01634224, 0.0004760065, -0.01348425, -0.006087925, -0.009247427, -0.008160805, 0.02901238, 0.004710792, -0.01010118, -0.02126227, 0.006928472, -0.00205235, 0.01371898
227.372511, 0.007167143, -0.008357691, -0.01698771, -0.000735171, -0.002463805, -0.004327241, 0.02565848, 0.01165322, 0.01164715, -0.0001981156, 0.005027735, -0.007479788, -0.002978119, -0.01322549, -0.004673818, -0.0107105, -0.007724376, 0.0253008, 0.0082208, -0.008765417, -0.01496852, -0.008577829, -0.004473745, 0.01212815
227.422472, 0.005254282, -0.01215463, -0.01823998, 0.008390303, -0.001142204, -0.006465278, 0.02755899, 0.01309278, 0.01120905, 0.0005372881, 0.008827387, -0.02286127, -0.005986615, -0.01213779, -0.00664443, -0.01230988, -0.005036428, 0.0251928, 0.0087777, -0.009384546, -0.01872604, 0.004515011, -0.004389227, 0.009926798
227.472433, 0.006521482, -0.0163392, -0.01287295, 0.004547381, -0.003724726, -0.009635786, 0.02286637, 0.01311796, 0.004775831, -0.005995056, 0.01027936, -0.01460986, -0.004965248, -0.01103199, -0.00577737, -0.01330374, -0.01586469, 0.02371652, 0.01008356, -0.008490179, -0.01139771, 0.002718956, -0.00924187, 0.01001386
227.522394, 0.004485348, -0.01079318, -0.01677678, 0.008918054, -0.01094324, -0.006517155, 0.01390951, 0.009259142, 0.005580505, -0.01003823, 0.005542893, -0.02469826, 0.001409258, -0.01298119, -0.009113776, -0.01346953, -0.01292657, 0.0179187, 0.01490263, -0.006996689, -0.0162788, -0.0059057, -0.009932628, 0.004935932
227.572355, 0.002918234, -0.01470173, -0.01558461, 0.006630802, -0.009065431, -0.01404548, 0.009654079, 0.01702321, 0.002669369, -0.009818232, 0.006026944, -0.01921034, 0.0006212227, -0.009461786, -0.006739503, -0.006058077, -0.01207873, 0.0231741, 0.01869144, -0.001476288, -0.02625752, 0.007366478, -0.006586692, 0.01188394
227.622316, 0.003078703, -0.01631017, -0.02194887, 0.008272571, -0.005023302, -0.007177749, 0.01108826, 0.009272184, 0.006260689, -0.009226813, 0.001074689, -0.01380125, 0.01391094, -0.01392499, -0.005709863, -0.01168156, -0.01150198, 0.0204275, 0.0196799, -0.009388836, -0.0249133, 0.003595962, -0.00593931, 0.008721275
227.672277, 0.006595866, -0.01965025, -0.01253257, 0.003516144, -0.003373642, -0.007274527, 0.01778898, 0.006398663, 0.009364609, -0.002353588, 0.002982761, -0.02341851, 0.0256232, -0.013428, -0.004093206, -0.006369691, -0.007968972, 0.01911999, 0.01284722, -0.002636683, -0.02332727, 0.01118069, -0.007500557, 0.01609648
227.722238, 0.0002589278, -0.01521722, -0.02070191, 0.003421858, -0.005116373, -0.008901359, 0.01812001, -0.001291179, 0.003764674, -0.007925187, 0.003366228, -0.02570558, 0.02163691, -0.01270997, -0.003701688, -0.01556942, -0.009351866, 0.02092728, 0.01752184, -0.007844091, -0.0197461, 0.01467244, -0.004106774, 0.01283784
227.772199, 0.002027701, -0.01870257, -0.01663055, 0.0001760284, -0.0004898909, -0.006648077, 0.01504548, 0.003747109, 0.003367841, -0.004919231, 0.00380732, -0.02352776, 0.01938407, -0.01473327, -0.009739041, -0.008065784, -0.01450473, 0.01444855, 0.01724874, -0.01229659, -0.01756382, 0.01024391, -0.00527619, 0.01609611
227.82216, 0.007409997, -0.02149435, -0.02199881, -0.0002763232, -0.003890412, -0.005444828, 0.01961377, 0.01152401, 0.00452575, -0.005422841, -0.0009389458, -0.02817882, 0.02795962, -0.01476787, -0.004010728, -0.0116333, -0.01358892, 0.02042406, 0.01823733, -0.009445312, -0.01854937, 0.01932975, -0.006298084, 0.01887463
227.872121, 0.0001264662, -0.02005825, -0.01985069, -0.005753872, -0.002535557, -0.01343219, 0.02857232, 0.00493809, 0.009044578, -0.008434208, -0.008122316, -0.02209436, 0.02179555, -0.01332316, -0.001191801, -0.01263391, -0.01533208, 0.01697861, 0.01113506, -0.008006707, -0.02491582, 0.0108976, -0.009204398, 0.01097129
227.922082, -0.002666551, -0.024672, -0.0187985, 0.004181769, -0.004452016, -0.006481285, 0.03390189, 0.002272789, 0.01360701, -0.005317642, -0.007604713, -0.02771172, 0.02191284, -0.01573648, -0.007790209, -0.01298702, -0.01389252, 0.01172081, 0.01171497, -0.003206925, -0.02144517, 0.01397368, -0.009627532, 0.01103792
227.972043, 0.0008224689, -0.02644234, -0.02026406, 0.005441414, -0.004127914, -0.01277133, 0.04645847, 0.006936736, 0.01317344, -0.003959753, -0.003385993, -0.02829942, 0.01734084, -0.01072141, -0.002764098, -0.01549827, -0.01391937, 0.01038515, 0.01016562, -0.01442722, -0.02386029, 0.01418619, -0.009965168, 0.01430902
228.022004, -0.004943441, -0.02723723, -0.02869687, 0.000511535, -0.002782525, -0.01304238, 0.0397261, 0.003606319, 0.02375811, -0.01034528, 0.002977803, -0.02882609, 0.02376704, -0.00836011, -0.01059271, -0.01347532, -0.02091632, 0.01351334, 0.007002866, -0.01054841, -0.02825425, 0.01124739, -0.005945466, 0.008269779
228.071965, -0.007013692, -0.0254674, -0.01782788, -0.003463758, -0.00530269, -0.007575687, 0.04362158, 0.002718063, 0.02486229, -0.007512386, -0.005729617, -0.03028181, 0.01874343, -0.01547316, -0.001952238, -0.01659412, -0.01960276, 0.01293319, 0.0118521, -0.005283815, -0.01828235, 0.01503199, -0.004739746, 0.007364041
228.121926, 0.001942481, -0.027135, -0.02116131, -0.0001668427, -0.002271801, -0.009605661, 0.04409874, 0.005319191, 0.03068318, -0.01093552, -0.005380744, -0.03220157, 0.02198019, -0.008882803, -0.00710981, -0.01513574, -0.01644833, 0.006658558, 0.004256718, -0.00488312, -0.01908212, 0.01443402, -0.008150885, 0.00788458
228.171887, -0.004952881, -0.034624, -0.01580678, -0.002206358, -0.004712046, -0.01009282, 0.04394061, 0.003703536, 0.02841828, -0.007591994, -0.007994588, -0.03005734, 0.02680444, -0.01507479, -0.004407886, -0.01505465, -0.01818433, 0.008900529, 0.01482707, -0.006576517, -0.0191479, 0.0121815, -0.01293348, 0.002880727
228.221848, -0.01024673, -0.03070601, -0.02328046, -0.00224434, -0.002632251, -0.01132763, 0.04626945, 0.003865756, 0.03202404, -0.007482633, -0.006883351, -0.03270596, 0.02205474, -0.01483305, -0.008869933, -0.01332422, -0.01963466, 0.006123744, 0.007718062, -0.00944877, -0.02480197, 0.02457403, -0.006699424, 0.00960166
228.271809, -0.006027752, -0.03265236, -0.02389261, 0.002319296, -0.007167732, -0.01070292, 0.03906828, 0.004686822, 0.02437935, -0.0129484, -0.007968562, -0.04047717, 0.02066434, -0.01393522, -0.005281225, -0.01689472, -0.02085048, 0.009966699, 0.008986091, -0.002709892, -0.02696002, 0.01869906, -0.01064019, 0.007681029
228.32177, -0.01245816, -0.03759169, -0.01904987, 0.003683224, -0.004908332, -0.01219428, 0.03800084, 0.005310786, 0.02334162, -0.01303766, -0.0179132, -0.04064331, 0.01887396, -0.0107788, -0.00414104, -0.0154169, -0.02089862, 0.004533377, 0.00999274, -0.002840674, -0.02156256, 0.02490133, -0.004529819, 0.0002001823
228.371731, -0.007429669, -0.03659435, -0.0237231, 0.0006424751, -0.002380923, -0.01650939, 0.02945423, 0.003190798, 0.01780455, -0.01345996, -0.01221721, -0.03472628, 0.02364201, -0.01226905, -0.00656598, -0.01376837, -0.02614804, 0.003374087, 0.01788927, -0.009104458, -0.0223604, 0.03027703, -0.006553204, -0.0005806186
228.421692, -0.008314485, -0.03739968, -0.02054978, 0.005131197, -0.002466804, -0.008106868, 0.03133675, 0.003994745, 0.01923107, -0.02032201, -0.01087404, -0.03376417, 0.01828639, -0.011813, -0.001424963, -0.01051526, -0.01773404, -0.00329337, 0.01833707, -0.008567791, -0.01837595, 0.02464933, -0.01356842, -0.0008972682
228.471653, -0.009414421, -0.04112078, -0.02117377, -0.005405592, 0.0006979497, -0.01326759, 0.03683265, 0.005420605, 0.02173496, -0.01352938, -0.01101181, -0.03054672, 0.02412826, -0.01344373, -0.007199846, -0.00988953, -0.01911353, 0.002929364, 0.0100414, -0.006367434, -0.01568094, 0.02569432, -0.00370552, 0.004993195
228.521614, -0.005299237, -0.03754569, -0.01407192, 0.0003402283, 0.00285134, -0.01333933, 0.04046997, -0.0001718027, 0.02393837, -0.01282812, -0.01152133, -0.04367372, 0.01250625, -0.007632334, -0.003320749, -0.01284731, -0.0129015, -0.001634597, 0.01136599, -0.006924735, -0.02446397, 0.02113762, -0.01146429, 0.004549022
228.571575, -0.004730961, -0.03558519, -0.01729161, -0.005175145, 0.002108346, -0.0115726, 0.03337765, -0.004075245, 0.01935632, -0.01273658, -0.00501221, -0.04163202, 0.01669025, -0.0147565, -0.003105294, -0.01293597, -0.008000715, 0.0004143836, 0.01851921, -0.005640162, -0.02303059, 0.01875131, -0.01161993, 0.003116106
228.621536, -0.01115974, -0.04204118, -0.01149965, -0.00979119, 0.001813819, -0.01798677, 0.03658854, -0.001805329, 0.02540538, -0.009053248, -0.006120909, -0.05183621, 0.01117417, -0.01319545, -0.007075333, -0.01152752, -0.01146277, 0.003154852, 0.01644127, -0.009607328, -0.01699422, 0.02485538, -0.01181439, 0.00529888
228.671497, -0.005978987, -0.04422062, -0.01165948, -0.008523836, 0.003185294, -0.01435044, 0.03500822, 0.003934938, 0.02173185, -0.01000979, -0.01804142, -0.04602651, 0.01976248, -0.01234859, -0.003657027, -0.008695874, -0.01245703, -0.0001580629, 0.01735596, -0.005839051, -0.02004274, 0.02347516, -0.009236805, 0.006219638
228.721458, -0.01308036, -0.04383409, -0.01563198, -0.004847268, 0.002108801, -0.0123027, 0.03395557, 0.009688288, 0.01216784, -0.01639261, -0.01291052, -0.04316715, 0.01316785, -0.01544225, -0.002826258, -0.009715228, -0.01143156, 0.00429611, 0.01070889, -0.003132918, -0.01867481, 0.01661593, -0.01023919, 0.002960475
228.771419, -0.01133362, -0.04103098, -0.008679896, -0.006655792, 0.001484879, -0.01149165, 0.03561085, 0.01376125, 0.01779209, -0.01564791, -0.01244923, -0.04834414, 0.01172393, -0.01340515, 0.001233578, -0.01240177, -0.01158723, -0.001022489, 0.01564796, -0.003428658, -0.01967475, 0.02052486, -0.007701661, 0.003173989
228.82138, -0.00832481, -0.04113075, -0.01638317, -0.001520892, 0.01557179, -0.01285978, 0.03713225, 0.02052256, 0.02757576, -0.0122969, -0.01242024, -0.04450694, 0.0124284, -0.0124151, 0.004065898, -0.004793462, -0.00704196, 0.0006009097, 0.01421751, -0.006320972, -0.02800245, 0.02039701, -0.01040733, 0.005114496
228.871341, -0.01279188, -0.0216548, -0.007646164, -0.004992539, 0.02603783, -0.004000017, 0.04636765, 0.05108048, 0.03438846, 0.00237124, -0.006440529, -0.04116054, 0.04541499, -0.009059852, 0.0132327, 0.0009199828, -0.006087162, -0.001163079, 0.03615343, 0.01068712, -0.01496698, 0.0436848, -0.0003049755, 0.004148873
228.921302, -0.008136408, -0.01053037, -0.01205724, -0.0006498577, 0.04232186, 0.00482647, 0.04881683, 0.06963687, 0.03786048, 0.01223074, -0.004698959, -0.04118015, 0.05142334, -0.001070152, 0.01627374, 0.01424874, -0.006175195, -0.0001821556, 0.04763694, 0.008447679, -0.01303595, 0.04756852, 0.01353131, 0.002933654
228.971263, -0.002307391, 0.0001941765, -0.006066823, -0.004541696, 0.04819926, 0.01603899, 0.04496305, 0.08058449, 0.0403301, 0.02050077, -0.004474775, -0.03141256, 0.05369302, 0.003892049, 0.02130707, 0.01895895, -0.009921039, -0.004426521, 0.05297147, 0.01077299, -0.01119329, 0.0515982, 0.02422072, 0.005620475
229.021224, -0.007552853, 0.005435713, -0.009520248, -0.0001871813, 0.05447061, 0.01395395, 0.04428333, 0.08844967, 0.03939029, 0.01923437, -0.002104876, -0.03531098, 0.05885677, -0.0005076066, 0.02362617, 0.02642213, -0.01497937, -0.006335701, 0.05651839, 0.01491528, -0.01538637, 0.06155431, 0.02633393, 0.007880131
229.071185, -0.006884962, 0.01282519, -0.006787119, 0.000376225, 0.05672844, 0.01593191, 0.03900465, 0.08712169, 0.0382545, 0.02047588, -0.0151196, -0.02524113, 0.05881952, -0.003927872, 0.02389762, 0.02844211, -0.01554345, -0.004626165, 0.06041136, 0.01273863, -0.01083775, 0.05766952, 0.02907354, 0.005308385
229.121146, -0.007097778, 0.01070592, -0.01108931, -0.0005154895, 0.05933654, 0.0183201, 0.03760376, 0.1004086, 0.03394088, 0.01843653, -0.01459571, -0.03264031, 0.05802167, -0.002292175, 0.02188991, 0.03049776, -0.008789221, -0.01381587, 0.05959859, 0.01157782, -0.01271893, 0.06512003, 0.02835675, -0.003508807
229.171107, -0.003538414, 0.01094309, -0.0115631, 0.003714242, 0.05588961, 0.01608056, 0.03385475, 0.1020889, 0.03185188, 0.01408204, -0.01233474, -0.02620254, 0.06324396, -0.007502185, 0.02234381, 0.03334171, -0.01023773, -0.0180795, 0.06136003, 0.01513535, -0.02307821, 0.06151886, 0.02332976, -0.002232601
229.221068, -0.006676173, 0.01114506, -0.01258313, 0.0008120895, 0.05609065, 0.02017543, 0.02653961, 0.09683538, 0.0422097, 0.01572822, -0.0114199, -0.03133412, 0.06822295, -0.003171245, 0.01922207, 0.03370832, -0.02121527, -0.01744146, 0.07099263, 0.007661193, -0.01914841, 0.05763684, 0.02426503, -0.002937415
229.271029, -0.01007281, 0.01366619, -0.0107673, 0.004282109, 0.05508904, 0.01996094, 0.03267, 0.09937775, 0.03105719, 0.01685776, -0.01786055, -0.03043697, 0.05919411, -0.001005492, 0.01977363, 0.03583493, -0.01823943, -0.005463906, 0.06526117, 0.01395973, -0.02665807, 0.05916791, 0.02022165, 0.00408119
229.32099, -0.009363893, 0.01822896, -0.008641262, -0.005835232, 0.05881196, 0.01990882, 0.03135606, 0.09983674, 0.0358348, 0.02597956, -0.009344415, -0.02517428, 0.05422993, -0.004258845, 0.02733444, 0.02915578, -0.01447347, -0.01084539, 0.06220618, 0.01604641, -0.01443653, 0.06091809, 0.0274369, -0.000429969
229.370951, -0.007389426, 0.02195138, -0.006985577, -0.003537849, 0.06062641, 0.0170488, 0.03441065, 0.08959999, 0.02995662, 0.0201873, -0.00971004, -0.01331806, 0.04514676, -0.00604829, 0.02252438, 0.03099535, -0.01269082, -0.01343852, 0.06582911, 0.01857148, -0.01262676, 0.04876467, 0.02919364, -0.007920407
229.420912, -0.01360697, 0.01498705, -0.01137819, -0.008451094, 0.05200063, 0.01897663, 0.03553385, 0.09110741, 0.03146772, 0.02333849, -0.00997025, -0.01882203, 0.05442296, -0.0002652304, 0.02374846, 0.03338869, -0.01609918, -0.006961881, 0.05617041, 0.01598908, -0.01818617, 0.04776155, 0.02233689, -0.008398383
229.470873, -0.01229569, 0.01935241, -0.01086175, -0.005023498, 0.0480691, 0.0176545, 0.02644936, 0.08986373, 0.03005134, 0.01827975, -0.0137574, -0.01103548, 0.04654645, -0.0039091, 0.01717854, 0.02556736, -0.01449735, -0.01251443, 0.05721125, 0.01956254, -0.02095206, 0.0495851, 0.02367465, -0.004165159
229.520834, -0.01079782, 0.01523861, -0.01252058, -0.002757587, 0.05382079, 0.01586072, 0.02038075, 0.08938909, 0.02817308, 0.01975256, -0.01560873, -0.00825833, 0.04614039, -0.005801891, 0.01617223, 0.02520316, -0.02154704, -0.01059302, 0.05706197, 0.01756928, -0.02175337, 0.05424934, 0.02682958, -0.00813077
229.570795, -0.01475611, 0.02360204, -0.01067846, -0.007468729, 0.04330614, 0.01713867, 0.02819627, 0.09045907, 0.0249673, 0.02230712, -0.01148631, -0.004360099, 0.04502927, -0.004176446, 0.01666971, 0.0208043, -0.01768666, -0.008894851, 0.0505538, 0.0161783, -0.01693179, 0.04531112, 0.02178052, -0.008694941
229.620756, -0.008692656, 0.01766068, -0.01557289, -0.003147945, 0.04971983, 0.005701088, 0.02293395, 0.08357701, 0.01438596, 0.01717994, -0.01568699, -0.01092537, 0.0406543, -0.006618039, 0.02088304, 0.01970572, -0.02118523, 0.006142177, 0.04754936, 0.01663935, -0.01275449, 0.04429588, 0.02169303, -0.003308535
229.670717, -0.01263975, 0.02373845, -0.02141551, -0.004386607, 0.04257555, 0.01204419, 0.02407621, 0.08272138, 0.02173405, 0.02131899, -0.01233787, -0.003562185, 0.04449101, -0.01171398, 0.0129317, 0.01940733, -0.01791253, 0.007380663, 0.04710569, 0.01884836, -0.01940954, 0.04507597, 0.01850175, -0.004174802
229.720678, -0.007998502, 0.02332512, -0.01709768, 0.000722793, 0.04248633, 0.007239055, 0.02172406, 0.07665446, 0.02234533, 0.01764762, -0.01879168, -0.004381558, 0.04373965, -0.006614339, 0.01090062, 0.01930364, -0.01951542, 0.01527765, 0.04164653, 0.01702598, -0.01875924, 0.03983518, 0.01427118, -0.002907972
229.770639, -0.007657244, 0.02501122, -0.02120912, -0.001628877, 0.03649525, 0.005017901, 0.01961841, 0.07450107, 0.01400118, 0.01366692, -0.01940852, -0.001155717, 0.03683436, -0.009244172, 0.007390975, 0.01700573, -0.01146751, 0.009384518, 0.03910334, 0.01402587, -0.02222818, 0.04461938, 0.02272815, -0.007924994
229.8206, -0.005323039, 0.02114224, -0.01911506, -0.007938255, 0.03686997, 0.005423109, 0.02069527, 0.07240341, 0.02136655, 0.01366555, -0.01647657, -0.01003035, 0.03010303, -0.008413746, 0.009692973, 0.0186084, -0.02074728, 0.02289885, 0.04224629, 0.01218422, -0.02015038, 0.0423951, 0.01721459, -0.01081665
229.870561, -0.004481985, 0.01327286, -0.0206732, 0.005686732, 0.03004437, 0.0034816, 0.01763917, 0.07092458, 0.02777281, 0.007283884, -0.02038678, 7.492024e-06, 0.03183442, -0.00922789, 0.009219395, 0.01823568, -0.02435914, 0.0193772, 0.03580426, 0.006530739, -0.02341189, 0.03723007, 0.01786343, -0.009970505
229.920522, -0.007060414, 0.01423966, -0.01861379, 0.001364308, 0.02809336, 0.00889793, 0.009993062, 0.0653558, 0.02772924, 0.003702623, -0.02300321, -0.006166243, 0.03286014, -0.01435423, 0.004418717, 0.0181068, -0.02165918, 0.01043721, 0.04126371, 0.01014719, -0.02151733, 0.04138076, 0.01080973, -0.01154148
229.970483, -0.009623246, 0.01864352, -0.01701554, 0.002684438, 0.02280791, 0.003844936, 0.01055721, 0.06929639, 0.01819545, 0.002379153, -0.02302719, -0.0006066123, 0.03044648, -0.01393699, 0.0076304, 0.02015434, -0.02254701, 0.0122035, 0.04540303, 0.009185755, -0.02339718, 0.036923, 0.00955935, -0.009956878
230.020444, -0.009386186, 0.01424679, -0.02563329, 0.001995264, 0.02728836, 0.003573945, 0.008872855, 0.06068067, 0.01807243, -0.0004226824, -0.01845479, -0.008247769, 0.03001707, -0.0139767, 0.01137412, 0.01788331, -0.01820829, 0.008993272, 0.04494952, 0.002456036, -0.02360665, 0.03935644, 0.009167789, -0.01316161
230.070405, -0.007278979, 0.01139922, -0.01927882, -0.001501857, 0.02516643, 0.005376332, 0.01487273, 0.05618269, 0.02459111, 0.0042709, -0.02114236, -0.006207631, 0.02545853, -0.01016236, 0.002827145, 0.01810445, -0.01825155, 0.01776745, 0.03484775, 0.005213951, -0.02553068, 0.0347442, 0.01203386, -0.008284546
230.120366, -0.01662757, 0.01332221, -0.02073616, 0.006350401, 0.02541981, 0.001583892, 0.01650114, 0.05669354, 0.02399697, 0.01036254, -0.02496774, -0.005919863, 0.02294539, -0.01261148, 0.008668642, 0.01223652, -0.02231543, 0.01263461, 0.03149093, 0.006755074, -0.02521448, 0.03535154, 0.008555049, -0.005717671
230.170327, -0.009844558, 0.006495462, -0.01741664, -0.002087126, 0.026854, 0.0008768508, 0.01452628, 0.05659105, 0.01903598, 0.006086514, -0.02297734, -0.00751315, 0.02101974, -0.01204819, 0.010568, 0.006884303, -0.0167748, 0.01275828, 0.02876895, 0.009682734, -0.01459179, 0.03105531, 0.007093395, -0.0111736
230.220288, -0.01082331, 0.009977978, -0.02299088, -0.006223301, 0.02583743, -0.003896178, 0.01343674, 0.05285512, 0.02386224, 0.006997495, -0.01894873, -0.006880364, 0.02423066, -0.01020152, 0.004403163, 0.01054804, -0.01836235, 0.01518104, 0.02836611, 0.01051274, -0.0192924, 0.02832767, 0.01042773, -0.01495172
230.270249, -0.007512724, -0.002068147, -0.02053074, -0.004432396, 0.02212074, 0.0008577305, 0.008351641, 0.05384565, 0.01529766, 0.002600063, -0.0217353, -0.007544623, 0.01512115, -0.01041324, 0.004301621, 0.003868756, -0.0251587, 0.01469711, 0.02862076, 0.006068183, -0.02733201, 0.02269426, 0.008936325, -0.008057552
230.32021, -0.01304561, 0.0001681334, -0.02250616, -0.003527794, 0.02045297, 0.001272917, 0.01121175, 0.05118365, 0.01798286, 0.0001462088, -0.02517791, -0.009110939, 0.01347549, -0.008814672, 0.002368981, 0.001945629, -0.02089925, 0.01211185, 0.03292012, 0.005332236, -0.02484994, 0.0270572, 0.008098582, -0.01125711
230.370171, -0.01355097, -0.001063818, -0.01638884, -0.004197696, 0.01619906, -0.004544995, 0.007528177, 0.04359541, 0.0163624, 0.001049862, -0.02624557, -0.01301571, 0.01313363, -0.01545521, 0.002271688, 0.004452324, -0.0195142, 0.01279331, 0.02894269, 0.00596996, -0.01539832, 0.02895618, 0.007308468, -0.01057321
230.420132, -0.01068702, 0.001218187, -0.01824664, -0.005519377, 0.01527598, -0.002874023, 0.007936028, 0.04828975, 0.01609732, 0.004521303, -0.02437827, -0.01522056, 0.01359222, -0.0115225, 0.0009506438, 0.007819534, -0.01865662, 0.01037313, 0.02281339, 0.006217673, -0.0277754, 0.02961284, 0.00803639, -0.01196016
230.470093, -0.0145799, -0.002963063, -0.01617085, -0.01447275, 0.01492155, -0.008261293, 0.006477586, 0.0435202, 0.01796611, 0.005755909, -0.02815201, -0.01382139, 0.01638025, -0.01510286, 0.001192975, -0.001236878, -0.02453436, 0.00964993, 0.01810732, 0.007745878, -0.02274689, 0.02745929, 0.006825477, -0.01618261
